code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
CCC,2014J,472762,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,180,N,Distinction
CCC,2014J,474495,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction
CCC,2014J,474628,M,South West Region,HE Qualification,80-90%,0-35,0,30,N,Pass
CCC,2014J,478346,M,South East Region,HE Qualification,20-30%,0-35,0,60,N,Pass
CCC,2014J,480115,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
CCC,2014J,481314,M,London Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass
CCC,2014J,483108,F,North Western Region,A Level or Equivalent,80-90%,0-35,1,30,N,Fail
CCC,2014J,483858,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
CCC,2014J,484223,F,Ireland,Lower Than A Level,90-100%,0-35,0,90,N,Pass
CCC,2014J,487314,M,Wales,HE Qualification,70-80%,0-35,0,60,N,Pass
CCC,2014J,492537,M,London Region,Lower Than A Level,70-80%,0-35,0,30,Y,Fail
CCC,2014J,496530,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
CCC,2014J,498828,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
CCC,2014J,500189,M,Scotland,A Level or Equivalent,80-90%,0-35,1,30,N,Fail
CCC,2014J,501867,M,London Region,HE Qualification,20-30%,0-35,1,60,N,Pass
CCC,2014J,505722,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,30,N,Fail
CCC,2014J,506705,M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
CCC,2014J,507344,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
CCC,2014J,508637,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Distinction
CCC,2014J,510266,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Fail
CCC,2014J,511350,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,Y,Fail
CCC,2014J,512259,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
CCC,2014J,515125,M,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,Fail
CCC,2014J,515857,M,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass
CCC,2014J,517416,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction
CCC,2014J,520077,M,South Region,Lower Than A Level,30-40%,35-55,0,90,N,Fail
CCC,2014J,521115,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,Pass
CCC,2014J,522257,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
CCC,2014J,522525,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass
CCC,2014J,523762,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass
CCC,2014J,523872,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
CCC,2014J,528506,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass
CCC,2014J,532565,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,1,30,N,Fail
CCC,2014J,534093,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
CCC,2014J,535161,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
CCC,2014J,535259,M,East Midlands Region,HE Qualification,80-90%,35-55,0,30,N,Fail
CCC,2014J,537811,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Distinction
CCC,2014J,539451,M,London Region,Lower Than A Level,10-20,55<=,0,60,N,Fail
CCC,2014J,541482,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
CCC,2014J,542557,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Distinction
CCC,2014J,543788,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
CCC,2014J,544052,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
CCC,2014J,545118,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,N,Fail
CCC,2014J,545255,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
CCC,2014J,545704,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,Y,Pass
CCC,2014J,545758,M,West Midlands Region,Lower Than A Level,30-40%,0-35,1,30,N,Fail
CCC,2014J,546654,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,150,Y,Pass
CCC,2014J,547153,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
CCC,2014J,548926,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Fail
CCC,2014J,549706,F,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass
CCC,2014J,549783,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Distinction
CCC,2014J,550393,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail
CCC,2014J,550814,M,South West Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass
CCC,2014J,551214,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
CCC,2014J,551397,M,Ireland,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
CCC,2014J,552965,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,120,N,Distinction
CCC,2014J,553719,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction
CCC,2014J,554459,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
CCC,2014J,554761,M,Scotland,A Level or Equivalent,20-30%,35-55,1,60,N,Fail
CCC,2014J,555498,M,East Anglian Region,HE Qualification,50-60%,35-55,0,60,N,Pass
CCC,2014J,555989,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Distinction
CCC,2014J,556140,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
CCC,2014J,556251,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
CCC,2014J,556440,M,Scotland,HE Qualification,50-60%,35-55,0,120,Y,Fail
CCC,2014J,556645,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,60,N,Fail
CCC,2014J,557650,M,London Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass
CCC,2014J,558463,M,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass
CCC,2014J,559518,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,30,N,Fail
CCC,2014J,560784,M,South Region,Lower Than A Level,80-90%,0-35,1,30,N,Fail
CCC,2014J,560879,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
CCC,2014J,561009,F,Scotland,A Level or Equivalent,0-10%,0-35,0,120,Y,Pass
CCC,2014J,561195,M,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Pass
CCC,2014J,561208,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
CCC,2014J,561476,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass
CCC,2014J,561826,F,London Region,HE Qualification,0-10%,0-35,0,30,N,Pass
CCC,2014J,561848,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail
CCC,2014J,561913,M,Scotland,HE Qualification,0-10%,35-55,0,60,N,Pass
CCC,2014J,563016,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass
CCC,2014J,563051,M,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Pass
CCC,2014J,563321,M,South Region,HE Qualification,70-80%,0-35,0,60,N,Pass
CCC,2014J,564213,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
CCC,2014J,564714,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,Y,Fail
CCC,2014J,566135,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass
CCC,2014J,566979,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
CCC,2014J,567304,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
CCC,2014J,567888,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,Distinction
CCC,2014J,568948,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,N,Distinction
CCC,2014J,569625,M,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Fail
CCC,2014J,569944,M,Yorkshire Region,No Formal quals,30-40%,0-35,0,90,N,Distinction
CCC,2014J,570453,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
CCC,2014J,570491,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass
CCC,2014J,570732,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction
CCC,2014J,571131,M,Wales,Lower Than A Level,60-70%,0-35,0,60,N,Pass
CCC,2014J,571765,M,South East Region,No Formal quals,20-30%,0-35,0,60,N,Distinction
CCC,2014J,571808,M,West Midlands Region,A Level or Equivalent,0-10%,35-55,1,120,N,Distinction
CCC,2014J,571921,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass
CCC,2014J,571962,M,Ireland,Lower Than A Level,0-10%,35-55,0,60,N,Fail
CCC,2014J,572011,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
CCC,2014J,572231,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,Y,Pass
CCC,2014J,572396,M,South West Region,Lower Than A Level,60-70%,0-35,0,120,N,Distinction
CCC,2014J,572431,M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
CCC,2014J,572735,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
CCC,2014J,572783,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass
CCC,2014J,572874,M,London Region,Lower Than A Level,10-20,0-35,0,90,N,Pass
CCC,2014J,574259,M,South West Region,HE Qualification,80-90%,0-35,0,30,N,Pass
CCC,2014J,574310,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,90,N,Distinction
CCC,2014J,574590,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
CCC,2014J,574637,M,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass
CCC,2014J,574720,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
CCC,2014J,574928,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
CCC,2014J,575039,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail
CCC,2014J,575047,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail
CCC,2014J,575162,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Fail
CCC,2014J,575766,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
CCC,2014J,575798,M,South West Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass
CCC,2014J,576233,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
CCC,2014J,576251,M,Ireland,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction
CCC,2014J,576433,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction
CCC,2014J,576439,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
CCC,2014J,576453,M,Scotland,HE Qualification,80-90%,35-55,0,90,N,Distinction
CCC,2014J,576568,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
CCC,2014J,576791,M,North Region,HE Qualification,40-50%,0-35,0,30,N,Pass
CCC,2014J,577235,M,North Western Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail
CCC,2014J,577279,M,East Anglian Region,HE Qualification,60-70%,35-55,0,60,N,Distinction
CCC,2014J,577427,M,Scotland,A Level or Equivalent,50-60%,0-35,1,30,N,Fail
CCC,2014J,577566,M,North Region,HE Qualification,10-20,0-35,0,90,N,Pass
CCC,2014J,578000,M,London Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail
CCC,2014J,580342,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
CCC,2014J,580714,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
CCC,2014J,580798,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
CCC,2014J,580845,M,Scotland,HE Qualification,30-40%,0-35,0,120,N,Pass
CCC,2014J,580916,F,North Region,A Level or Equivalent,50-60%,35-55,0,30,N,Pass
CCC,2014J,581123,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,1,30,N,Pass
CCC,2014J,581179,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
CCC,2014J,581552,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
CCC,2014J,581656,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass
CCC,2014J,581676,M,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail
CCC,2014J,582320,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
CCC,2014J,582530,M,North Western Region,HE Qualification,0-10%,35-55,0,150,N,Fail
CCC,2014J,583293,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
CCC,2014J,583993,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Fail
CCC,2014J,584386,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail
CCC,2014J,584771,M,Scotland,HE Qualification,20-30%,35-55,1,60,N,Pass
CCC,2014J,585098,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
CCC,2014J,585134,M,Wales,HE Qualification,30-40%,35-55,0,60,N,Pass
CCC,2014J,585222,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail
CCC,2014J,585359,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
CCC,2014J,586046,M,West Midlands Region,HE Qualification,20-30%,35-55,0,30,N,Fail
CCC,2014J,586047,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail
CCC,2014J,586261,M,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
CCC,2014J,586476,F,South East Region,A Level or Equivalent,50-60%,0-35,1,90,N,Pass
CCC,2014J,586497,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction
CCC,2014J,586594,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,90,N,Pass
CCC,2014J,586668,M,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass
CCC,2014J,586762,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
CCC,2014J,586781,M,South Region,HE Qualification,50-60%,35-55,0,60,N,Distinction
CCC,2014J,586808,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
CCC,2014J,586838,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass
CCC,2014J,587008,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
CCC,2014J,587641,M,South West Region,A Level or Equivalent,70-80%,0-35,0,30,N,Fail
CCC,2014J,588482,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
CCC,2014J,588493,M,Scotland,HE Qualification,90-100%,0-35,0,60,N,Fail
CCC,2014J,588556,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
CCC,2014J,588566,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,30,N,Fail
CCC,2014J,588765,M,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass
CCC,2014J,589565,F,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction
CCC,2014J,589782,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Distinction
CCC,2014J,590676,M,South East Region,No Formal quals,20-30%,0-35,0,60,N,Pass
CCC,2014J,591230,M,London Region,HE Qualification,20-30%,0-35,0,30,N,Pass
CCC,2014J,591655,M,North Region,Lower Than A Level,70-80%,0-35,1,90,N,Fail
CCC,2014J,591891,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,Y,Pass
CCC,2014J,592051,M,Scotland,HE Qualification,50-60%,35-55,1,90,Y,Pass
CCC,2014J,592093,M,West Midlands Region,Lower Than A Level,20-30%,0-35,1,60,N,Pass
CCC,2014J,592338,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
CCC,2014J,592372,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail
CCC,2014J,592494,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass
CCC,2014J,592625,M,Wales,A Level or Equivalent,40-50%,0-35,0,90,N,Pass
CCC,2014J,592997,M,London Region,HE Qualification,40-50%,35-55,0,30,N,Fail
CCC,2014J,593022,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
CCC,2014J,593657,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,N,Distinction
CCC,2014J,594326,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass
CCC,2014J,594419,F,North Western Region,Lower Than A Level,40-50%,0-35,1,60,N,Pass
CCC,2014J,594909,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
CCC,2014J,595106,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
CCC,2014J,595495,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass
CCC,2014J,596845,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
CCC,2014J,596846,M,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass
CCC,2014J,596981,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
CCC,2014J,597365,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass
CCC,2014J,597433,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
CCC,2014J,597755,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
CCC,2014J,598102,M,London Region,HE Qualification,0-10%,0-35,0,60,N,Pass
CCC,2014J,598299,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
CCC,2014J,598501,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
CCC,2014J,598665,M,South Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass
CCC,2014J,598713,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
CCC,2014J,598963,M,North Western Region,HE Qualification,80-90%,35-55,0,30,N,Pass
CCC,2014J,598983,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
CCC,2014J,599109,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
CCC,2014J,599169,M,Scotland,A Level or Equivalent,60-70%,0-35,0,120,Y,Pass
CCC,2014J,599176,M,Wales,HE Qualification,90-100%,0-35,0,60,N,Distinction
CCC,2014J,599297,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail
CCC,2014J,599398,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail
CCC,2014J,599740,M,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
CCC,2014J,600067,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction
CCC,2014J,600509,M,North Western Region,A Level or Equivalent,70-80%,0-35,1,30,N,Fail
CCC,2014J,600796,F,Ireland,Lower Than A Level,80-90%,0-35,0,60,N,Pass
CCC,2014J,600814,M,South West Region,Lower Than A Level,30-40%,35-55,1,90,N,Fail
CCC,2014J,601082,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail
CCC,2014J,601234,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
CCC,2014J,601388,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
CCC,2014J,601567,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
CCC,2014J,602533,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Distinction
CCC,2014J,603049,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass
CCC,2014J,603179,M,South East Region,Lower Than A Level,40-50%,35-55,1,60,N,Pass
CCC,2014J,603325,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Distinction
CCC,2014J,603503,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
CCC,2014J,603529,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,N,Pass
CCC,2014J,604057,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction
CCC,2014J,604906,M,South Region,Lower Than A Level,70-80%,35-55,1,30,N,Fail
CCC,2014J,605111,M,South East Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass
CCC,2014J,605367,M,London Region,A Level or Equivalent,50-60%,35-55,0,90,N,Fail
CCC,2014J,605540,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,Y,Distinction
CCC,2014J,605545,M,South East Region,Post Graduate Qualification,40-50%,35-55,0,60,N,Fail
CCC,2014J,605666,M,East Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Pass
CCC,2014J,607047,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass
CCC,2014J,607085,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
CCC,2014J,607143,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Fail
CCC,2014J,607453,M,South East Region,HE Qualification,20-30%,0-35,1,60,N,Pass
CCC,2014J,607555,M,Scotland,HE Qualification,70-80%,0-35,0,120,N,Fail
CCC,2014J,607947,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,Distinction
CCC,2014J,608681,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,Y,Fail
CCC,2014J,608746,F,West Midlands Region,Lower Than A Level,10-20,0-35,1,120,N,Pass
CCC,2014J,608891,M,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail
CCC,2014J,609031,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass
CCC,2014J,609537,M,North Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction
CCC,2014J,609891,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
CCC,2014J,610019,M,Yorkshire Region,A Level or Equivalent,40-50%,55<=,0,90,N,Pass
CCC,2014J,610234,M,Scotland,HE Qualification,50-60%,0-35,1,60,N,Pass
CCC,2014J,610279,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
CCC,2014J,610287,M,East Anglian Region,HE Qualification,80-90%,0-35,1,60,N,Pass
CCC,2014J,610324,M,Scotland,HE Qualification,30-40%,0-35,0,30,N,Fail
CCC,2014J,610537,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail
CCC,2014J,610643,M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
CCC,2014J,610904,M,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
CCC,2014J,611407,M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
CCC,2014J,611593,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Distinction
CCC,2014J,611813,M,South Region,Lower Than A Level,10-20,35-55,0,60,N,Distinction
CCC,2014J,612177,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass
CCC,2014J,612183,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
CCC,2014J,612187,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass
CCC,2014J,612327,M,South West Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
CCC,2014J,612439,M,Wales,HE Qualification,20-30%,0-35,0,60,N,Fail
CCC,2014J,613122,M,North Western Region,HE Qualification,30-40%,35-55,0,60,N,Fail
CCC,2014J,613370,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction
CCC,2014J,613667,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
CCC,2014J,614265,M,South Region,Lower Than A Level,50-60%,35-55,1,60,Y,Pass
CCC,2014J,614300,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
CCC,2014J,614804,M,Scotland,A Level or Equivalent,0-10%,0-35,1,60,Y,Pass
CCC,2014J,615075,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
CCC,2014J,615241,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction
CCC,2014J,615242,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail
CCC,2014J,616386,M,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass
CCC,2014J,616439,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,1,30,N,Fail
CCC,2014J,616789,M,London Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail
CCC,2014J,616870,M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass
CCC,2014J,617418,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail
CCC,2014J,617740,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
CCC,2014J,618513,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
CCC,2014J,618590,M,South Region,A Level or Equivalent,60-70%,0-35,1,60,Y,Fail
CCC,2014J,618649,F,South West Region,A Level or Equivalent,80-90%,0-35,1,60,Y,Pass
CCC,2014J,618683,M,Wales,HE Qualification,90-100%,35-55,0,60,N,Distinction
CCC,2014J,618777,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction
CCC,2014J,618875,M,North Region,A Level or Equivalent,60-70%,0-35,0,30,N,Fail
CCC,2014J,619359,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,Y,Fail
CCC,2014J,619380,M,South East Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
CCC,2014J,619927,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
CCC,2014J,619928,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
CCC,2014J,620159,M,South West Region,HE Qualification,50-60%,35-55,0,30,N,Fail
CCC,2014J,620231,M,Scotland,HE Qualification,80-90%,0-35,0,30,N,Pass
CCC,2014J,620243,M,South West Region,Lower Than A Level,80-90%,0-35,1,90,N,Fail
CCC,2014J,620369,M,Wales,A Level or Equivalent,30-40%,0-35,1,90,N,Fail
CCC,2014J,620716,M,Ireland,Lower Than A Level,60-70%,0-35,0,60,Y,Pass
CCC,2014J,621300,M,London Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass
CCC,2014J,621442,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Fail
CCC,2014J,621696,M,London Region,A Level or Equivalent,40-50%,35-55,1,60,N,Pass
CCC,2014J,622192,F,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
CCC,2014J,622374,M,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass
CCC,2014J,622384,M,Scotland,A Level or Equivalent,80-90%,0-35,1,90,Y,Fail
CCC,2014J,622541,M,Scotland,HE Qualification,90-100%,0-35,0,60,N,Pass
CCC,2014J,622812,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Pass
CCC,2014J,622935,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
CCC,2014J,622976,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
CCC,2014J,623100,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction
CCC,2014J,624092,M,South East Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail
